loss,accuracy,lr
1.6467467289897089,0.5039370059967041,0.009999999776482582
1.266132065004564,0.5721784830093384,0.009999999776482582
1.1569767464490075,0.5905511975288391,0.009999999776482582
1.065000973035657,0.616797924041748,0.009999999776482582
0.9933665810920435,0.6220472455024719,0.009999999776482582
0.9287068299421175,0.6482939720153809,0.009999999776482582
0.879064926638065,0.6614173054695129,0.009999999776482582
0.8741913846158605,0.682414710521698,0.009999999776482582
0.8186295310969115,0.682414710521698,0.009999999776482582
0.8047831663935203,0.6797900199890137,0.009999999776482582
0.7741768017528564,0.7165354490280151,0.009999999776482582
0.7255361055138856,0.7191600799560547,0.009999999776482582
0.7040929927287765,0.7585301995277405,0.009999999776482582
0.6966797438819264,0.748031497001648,0.009999999776482582
0.6691880416995272,0.7532808184623718,0.009999999776482582
0.644049820781067,0.7401574850082397,0.009999999776482582
0.625174629093781,0.7769029140472412,0.009999999776482582
0.6172567201176966,0.7690288424491882,0.009999999776482582
0.6279160568094629,0.7637795209884644,0.009999999776482582
0.6036051724526513,0.7690288424491882,0.009999999776482582
0.5856839285435014,0.7795275449752808,0.009999999776482582
0.5861597012660009,0.7690288424491882,0.009999999776482582
0.5595341180878988,0.8110235929489136,0.009999999776482582
0.5408811903218897,0.7952755689620972,0.009999999776482582
0.5420480373650398,0.8215222954750061,0.009999999776482582
0.5167999289480094,0.8136482834815979,0.009999999776482582
0.510809345038857,0.8031495809555054,0.009999999776482582
0.492810893246508,0.8110235929489136,0.009999999776482582
0.5250939814437405,0.7926509380340576,0.009999999776482582
0.4953908084884403,0.834645688533783,0.009999999776482582
0.474176779663156,0.8320209980010986,0.009999999776482582
0.4758150085533072,0.8372703194618225,0.009999999776482582
0.48813061028953614,0.8241469860076904,0.009999999776482582
0.4894471335911688,0.834645688533783,0.009999999776482582
0.468521186529495,0.834645688533783,0.009999999776482582
0.47063169743758176,0.8267716765403748,0.009999999776482582
0.4305608410222011,0.8582677245140076,0.009999999776482582
0.44576216432366156,0.8267716765403748,0.009999999776482582
0.44940523760212375,0.8530183434486389,0.009999999776482582
0.44720328370417195,0.8582677245140076,0.009999999776482582
0.41294959336128134,0.8503937125205994,0.009999999776482582
0.4305201721942331,0.847769021987915,0.009999999776482582
0.42457278647760704,0.8398950099945068,0.009999999776482582
