loss,accuracy,lr
4.97387510338532,0.4285714328289032,0.009999999776482582
0.6945684765066419,0.4285714328289032,0.009999999776482582
0.6945806699139732,0.4285714328289032,0.009999999776482582
0.6942141652107239,0.4285714328289032,0.009999999776482582
0.6941900764192853,0.4285714328289032,0.009999999776482582
0.6935091316699982,0.5,0.009999999776482582
0.6941804034369332,0.4285714328289032,0.009999999776482582
0.6945751096521106,0.5,0.009999999776482582
0.6938644434724536,0.3571428656578064,0.009999999776482582
0.6945751649992806,0.3571428656578064,0.009999999776482582
0.6949168912002018,0.5,0.009999999776482582
0.6945779153278896,0.4285714328289032,0.009999999776482582
0.6945803122861045,0.2142857164144516,0.009999999776482582
0.6938631960323879,0.4285714328289032,0.009999999776482582
0.6942181714943477,0.5,0.009999999776482582
0.6942179671355656,0.3571428656578064,0.009999999776482582
0.6949264747755868,0.4285714328289032,0.009999999776482582
0.6945499096597944,0.5,0.009999999776482582
0.6938588576657432,0.5,0.009999999776482582
0.6935052956853595,0.5,0.009999999776482582
0.6942059823444912,0.5,0.009999999776482582
0.6945757184709821,0.3571428656578064,0.009999999776482582
0.6941735233579364,0.5,0.009999999776482582
0.6945461971419198,0.3571428656578064,0.009999999776482582
0.6942083026681628,0.3571428656578064,0.009999999776482582
0.6945630099092212,0.4285714328289032,0.009999999776482582
0.6945730788367135,0.4285714328289032,0.009999999776482582
0.6945703540529523,0.2857142984867096,0.009999999776482582
0.6942213092531476,0.4285714328289032,0.009999999776482582
0.6949299361024585,0.3571428656578064,0.009999999776482582
0.6945661774703434,0.4285714328289032,0.009999999776482582
0.6945465419973645,0.4285714328289032,0.009999999776482582
0.6941811527524676,0.5,0.009999999776482582
0.6938455062253135,0.4285714328289032,0.009999999776482582
0.694218077829906,0.3571428656578064,0.009999999776482582
0.6938599475792476,0.4285714328289032,0.009999999776482582
0.6945622989109584,0.4285714328289032,0.009999999776482582
0.6942042708396912,0.4285714328289032,0.009999999776482582
0.694929472037724,0.2857142984867096,0.009999999776482582
0.6949285353933062,0.4285714328289032,0.009999999776482582
0.694208881684712,0.4285714328289032,0.009999999776482582
0.6945678038256509,0.5,0.009999999776482582
0.694220530135291,0.3571428656578064,0.009999999776482582
0.694862961769104,0.4285714328289032,0.009999999776482582
0.694212977375303,0.4285714328289032,0.009999999776482582
0.6949005041803632,0.4285714328289032,0.009999999776482582
0.6945788562297821,0.3571428656578064,0.009999999776482582
0.6945759526320866,0.4285714328289032,0.009999999776482582
0.6945738451821464,0.4285714328289032,0.009999999776482582
0.6945709543568748,0.4285714328289032,0.009999999776482582
0.6945621498993465,0.3571428656578064,0.009999999776482582
0.6942168091024671,0.5,0.009999999776482582
0.6938465961388179,0.5,0.009999999776482582
0.6945759611470359,0.4285714328289032,0.009999999776482582
0.6942134542124612,0.3571428656578064,0.009999999776482582
0.694217073065894,0.5,0.009999999776482582
0.6938459064279284,0.5,0.004999999888241291
0.6938604542187282,0.3571428656578064,0.004999999888241291
0.693504878452846,0.3571428656578064,0.004999999888241291
0.6938570737838745,0.5,0.004999999888241291
0.693676654781614,0.5,0.004999999888241291
0.6935032222952161,0.4285714328289032,0.004999999888241291
0.6938545150416238,0.5,0.004999999888241291
0.6936835774353572,0.4285714328289032,0.004999999888241291
0.6935016342571804,0.4285714328289032,0.004999999888241291
0.6935045633997236,0.4285714328289032,0.004999999888241291
0.6936795583793095,0.4285714328289032,0.004999999888241291
0.6936797882829394,0.3571428656578064,0.004999999888241291
0.6938599220343998,0.4285714328289032,0.004999999888241291
0.6938567842755999,0.3571428656578064,0.004999999888241291
0.693861084324973,0.4285714328289032,0.004999999888241291
0.6936823001929692,0.4285714328289032,0.004999999888241291
0.6936811634472438,0.4285714328289032,0.004999999888241291
0.6935038992336818,0.4285714328289032,0.004999999888241291
0.6935034564563206,0.4285714328289032,0.004999999888241291
0.6938608161040715,0.4285714328289032,0.004999999888241291
0.693853212254388,0.4285714328289032,0.004999999888241291
0.6940322390624455,0.4285714328289032,0.004999999888241291
0.6938610630375999,0.2857142984867096,0.004999999888241291
0.693858632019588,0.3571428656578064,0.004999999888241291
0.6938608799661908,0.4285714328289032,0.004999999888241291
0.6938604244164058,0.3571428656578064,0.004999999888241291
0.69368229167802,0.3571428656578064,0.004999999888241291
0.693683419908796,0.2857142984867096,0.004999999888241291
0.6936802821499961,0.5,0.004999999888241291
0.6936833986214229,0.2857142984867096,0.004999999888241291
0.6936804865087781,0.4285714328289032,0.004999999888241291
0.6936820191996438,0.5,0.004999999888241291
0.6936827003955841,0.4285714328289032,0.004999999888241291
0.6935036650725773,0.5,0.004999999888241291
0.6936813422611782,0.4285714328289032,0.004999999888241291
0.6936813507761274,0.4285714328289032,0.004999999888241291
0.693857878446579,0.4285714328289032,0.004999999888241291
0.6936810995851245,0.4285714328289032,0.004999999888241291
0.6938619273049491,0.4285714328289032,0.004999999888241291
0.6936752668448857,0.5,0.004999999888241291
